Problem,Feedback,n,Block,Ha,pHa,La,Hb,pHb,Lb,LotShapeB,LotNumB,Amb,Corr,bRate,bRate_std,EV_A,EV_B,EV_diff
12031,True,16,4,19,0.01,3,12,0.25,0,0,1,False,-1,0.3875,0.3461695153148719,3.1599999999999997,3.0,-0.1599999999999997
12032,True,32,4,-6,1.0,-6,68,0.1,-11,1,2,False,0,0.6,0.376743259887908,-6.0,-3.0999999999999996,2.9000000000000004
12034,True,16,2,-1,1.0,-1,-1,0.8,-2,0,1,False,0,0.1875,0.3461695153148719,-1.0,-1.2,-0.19999999999999996
12035,True,16,5,24,0.6,-6,24,0.4,5,0,1,False,0,0.6625000000000001,0.3774917217635375,11.999999999999998,12.600000000000001,0.6000000000000032
12036,True,16,3,29,1.0,29,88,0.25,12,1,8,False,0,0.425,0.3415650255319866,29.0,31.0,2.0
12040,True,16,2,30,0.8,-1,73,0.2,13,0,1,False,0,0.475,0.3642343567906062,23.8,25.0,1.1999999999999993
12041,True,31,3,20,1.0,20,36,0.25,17,0,1,False,0,0.5584229390681004,0.362648780218144,20.0,21.75,1.75
12043,True,16,2,21,1.0,21,26,0.9,5,1,6,False,0,0.725,0.3568379650952703,21.0,23.900000000000002,2.900000000000002
12045,True,16,5,25,1.0,25,66,0.6,-36,1,8,False,0,0.5750000000000001,0.3087609647175843,25.0,25.200000000000003,0.20000000000000284
12049,True,16,2,22,1.0,22,22,0.9,16,0,1,False,0,0.175,0.3255764119219941,22.0,21.4,-0.6000000000000014
12050,True,16,4,22,0.1,5,7,0.99,5,1,8,False,0,0.5375,0.3703601850451351,6.7,6.9799999999999995,0.27999999999999936
12052,True,15,5,15,1.0,15,93,0.4,-32,1,4,False,0,0.5466666666666666,0.3739111175259755,15.0,18.000000000000004,3.0000000000000036
12054,True,15,4,-7,1.0,-7,25,0.05,-6,1,8,False,0,0.8399999999999999,0.3135055251278903,-7.0,-4.449999999999999,2.5500000000000007
12057,True,15,5,29,1.0,29,62,0.1,26,0,1,False,0,0.4933333333333334,0.4463609472591607,29.0,29.6,0.6000000000000014
12058,True,15,2,1,1.0,1,34,0.6,-41,0,1,False,0,0.49,0.396502567096716,1.0,3.9999999999999964,2.9999999999999964
12060,True,15,3,-2,1.0,-2,21,0.05,-4,1,4,True,0,0.64,0.3561701038227982,-2.0,-2.75,-0.75
12061,True,15,5,1,1.0,1,-2,0.99,-37,0,1,False,0,0.0666666666666666,0.1234426799696735,1.0,-2.3500000000000005,-3.3500000000000005
12064,True,15,2,8,0.6,-5,21,0.6,-27,1,6,False,0,0.6,0.4140393356054125,2.8,1.799999999999999,-1.0000000000000009
12065,True,15,5,34,0.9,-16,27,0.9,26,0,1,False,0,0.5466666666666666,0.4373077809027587,29.0,26.9,-2.1000000000000014
12068,True,15,3,7,1.0,7,13,0.4,7,0,1,False,0,0.76,0.3480558247506528,7.0,9.4,2.4000000000000004
12071,True,15,5,56,0.2,-9,5,0.99,2,0,1,False,0,0.61,0.3566711170171838,4.000000000000001,4.970000000000001,0.9699999999999998
12072,True,15,5,1,1.0,1,14,0.05,0,0,1,False,0,0.2533333333333333,0.2972893411828826,1.0,0.7000000000000001,-0.29999999999999993
12073,True,15,5,7,1.0,7,5,0.95,-20,0,1,False,0,0.1333333333333333,0.2992052966172383,7.0,3.749999999999999,-3.250000000000001
12075,True,15,3,10,1.0,10,9,0.05,9,2,2,False,0,0.1466666666666666,0.2972893411828826,10.0,8.999999999999998,-1.0000000000000018
12077,True,15,3,-9,1.0,-9,1,0.4,-17,0,1,False,0,0.4933333333333334,0.384460041889302,-9.0,-9.799999999999999,-0.7999999999999989
12082,True,15,5,-3,1.0,-3,11,0.75,-41,1,6,False,0,0.8400000000000001,0.1549193338482966,-3.0,-2.0,1.0
12083,True,16,4,53,0.1,24,39,0.8,-18,1,8,False,-1,0.5696428571428571,0.3686295635214853,26.900000000000002,27.600000000000005,0.7000000000000028
12086,True,16,3,6,0.4,-19,5,0.1,-9,1,4,False,0,0.5624999999999999,0.2941088233970548,-9.0,-7.6,1.4000000000000004
12088,True,16,4,12,1.0,12,17,0.8,-12,0,1,False,0,0.3125,0.2526525941551627,12.0,11.200000000000003,-0.7999999999999972
12090,True,16,3,18,1.0,18,107,0.2,-1,2,5,False,0,0.5874999999999999,0.2963668897386031,18.0,20.6,2.6000000000000014
12091,True,16,5,16,0.05,-4,82,0.2,-28,1,6,False,0,0.35,0.3829708431025352,-3.0,-6.0,-3.0
12093,True,16,5,11,1.0,11,21,0.75,-14,0,1,False,0,0.5874999999999999,0.2578759391645526,11.0,12.25,1.25
12094,True,16,2,21,1.0,21,27,0.8,-13,1,6,True,0,0.5499999999999999,0.3306559138036598,21.0,19.0,-2.0
12096,True,16,5,-6,1.0,-6,-7,0.99,-23,1,2,False,0,0.175,0.3255764119219941,-6.0,-7.16,-1.1600000000000001
12097,True,16,3,-5,1.0,-5,21,0.05,-3,0,1,False,0,0.8749999999999999,0.2408318915758459,-5.0,-1.7999999999999996,3.2
12102,True,15,3,9,1.0,9,9,0.8,7,0,1,False,0,0.1866666666666666,0.3502380143083653,9.0,8.6,-0.40000000000000036
12103,True,15,3,71,0.01,18,19,1.0,19,0,1,False,0,0.5733333333333335,0.4131182235954578,18.53,19.0,0.46999999999999886
12106,True,15,3,18,1.0,18,43,0.4,7,0,1,False,0,0.6266666666666667,0.3918211448145818,18.0,21.4,3.3999999999999986
12107,True,15,2,42,0.5,-46,-2,1.0,-2,1,8,False,0,0.2666666666666666,0.2794552524023087,-2.0,-2.0,0.0
12108,True,15,2,13,1.0,13,67,0.1,7,1,8,False,0,0.3733333333333333,0.3990464825532174,13.0,13.0,0.0
12109,True,15,2,2,0.8,-23,42,0.05,-2,1,2,True,0,0.76,0.304255531702266,-2.9999999999999987,0.20000000000000018,3.199999999999999
12111,True,15,3,28,0.8,-7,21,0.4,20,3,6,False,0,0.3133333333333333,0.3833436851604327,21.000000000000004,20.4,-0.600000000000005
12115,True,18,2,63,0.05,-12,-8,1.0,-8,0,1,False,0,0.4555555555555555,0.4841271371936509,-8.249999999999998,-8.0,0.24999999999999822
12116,True,18,2,9,0.6,-1,53,0.25,-14,3,3,True,0,0.6472222222222223,0.4001735734514323,4.999999999999999,2.75,-2.249999999999999
12121,True,18,4,28,0.8,-12,26,0.1,17,1,8,False,0,0.5777777777777778,0.410960933531265,20.000000000000004,17.900000000000002,-2.1000000000000014
12122,True,18,3,2,1.0,2,39,0.25,-8,1,6,True,0,0.5777777777777778,0.399345870371795,2.0,3.75,1.75
12123,True,18,5,8,0.05,2,6,0.75,-17,0,1,False,0,0.1,0.2086370335408023,2.3,0.25,-2.05
12124,True,18,2,69,0.2,-21,40,0.4,-30,0,1,False,0,0.5666666666666667,0.4014678948412129,-3.0,-2.0,1.0
12129,True,18,2,25,0.75,-10,54,0.6,-38,0,1,True,0,0.3444444444444444,0.3617314932413465,16.25,17.199999999999996,0.9499999999999957
12130,True,18,2,27,0.5,21,24,0.8,18,0,1,False,1,0.1888888888888888,0.302711061786821,24.0,22.8,-1.1999999999999993
12132,True,16,4,25,0.99,24,50,0.4,7,2,2,False,-1,0.525,0.3924283374069717,24.990000000000002,24.2,-0.7900000000000027
12133,True,16,4,62,0.4,-15,69,0.5,-38,0,1,False,0,0.4,0.4442221666388715,15.8,15.5,-0.3000000000000007
12134,True,16,5,16,1.0,16,29,0.5,9,1,8,False,0,0.6249999999999999,0.4123105625617659,16.0,19.0,3.0
12135,True,16,3,17,1.0,17,17,0.8,13,0,1,False,0,0.2,0.3265986323710904,17.0,16.200000000000003,-0.7999999999999972
12136,True,16,3,-1,1.0,-1,66,0.25,-22,0,1,False,0,0.475,0.4312771730569565,-1.0,0.0,1.0
12137,True,16,4,3,1.0,3,67,0.05,3,1,8,True,0,0.8625,0.3403429642777023,3.0,6.199999999999999,3.1999999999999993
12138,True,16,4,28,0.95,6,90,0.05,22,0,1,False,0,0.5499999999999999,0.4289522117905443,26.9,25.4,-1.5
12141,True,16,3,39,0.01,6,12,0.8,-17,2,4,False,0,0.575,0.4123105625617661,6.329999999999999,6.200000000000002,-0.12999999999999723
12142,True,16,5,-10,1.0,-10,4,0.2,-14,2,5,True,0,0.8125,0.3304037933599835,-10.0,-10.4,-0.40000000000000036
12145,True,16,4,28,1.0,28,42,0.01,27,0,1,False,0,0.5874999999999999,0.4410215414239989,28.0,27.150000000000002,-0.8499999999999979
12146,True,16,4,18,1.0,18,38,0.4,0,0,1,False,0,0.3125000000000001,0.3008321791298265,18.0,15.200000000000001,-2.799999999999999
12149,True,17,5,17,0.1,-1,90,0.05,-7,0,1,False,0,0.2117647058823529,0.2595244519818327,0.8000000000000002,-2.1499999999999995,-2.9499999999999997
12150,True,17,5,69,0.1,8,19,0.75,-5,1,2,False,-1,0.3764705882352941,0.3666221006784538,14.100000000000001,13.0,-1.1000000000000014
12151,True,17,2,61,0.5,-1,52,0.5,2,2,6,False,0,0.3294117647058824,0.345985378813818,30.0,27.0,-3.0
12152,True,17,4,80,0.05,27,33,0.9,-17,0,1,True,0,0.3294117647058825,0.2995094027788463,29.65,28.0,-1.6499999999999986
12154,True,17,2,20,1.0,20,29,0.6,4,3,3,False,0,0.3764705882352941,0.4115966043420212,20.0,19.0,-1.0
12159,True,17,3,8,1.0,8,73,0.1,-2,0,1,False,0,0.2235294117647058,0.2818009309883173,8.0,5.500000000000001,-2.499999999999999
12160,True,17,5,96,0.01,29,73,0.4,3,1,8,True,1,0.5882352941176472,0.2689850203570276,29.67,31.000000000000004,1.3300000000000018
12162,True,17,2,-9,1.0,-9,-7,0.9,-15,0,1,False,0,0.6823529411764706,0.3468344239648925,-9.0,-7.799999999999999,1.200000000000001
12164,True,16,2,-1,1.0,-1,10,0.01,1,2,5,False,0,0.9,0.1788854381999831,-1.0,1.09,2.09
12165,True,31,2,-2,1.0,-2,86,0.25,-30,1,8,False,0,0.5483870967741936,0.3345354667215775,-2.0,-1.0,1.0
12167,True,16,5,27,1.0,27,27,1.0,27,3,4,False,0,0.6125,0.3685557397915997,27.0,27.0,0.0
12170,True,16,3,96,0.2,-14,22,0.01,7,1,2,True,0,0.8125,0.212524508390601,8.000000000000002,7.1499999999999995,-0.8500000000000023
12171,True,16,2,23,0.25,14,16,1.0,16,0,1,False,0,0.35,0.3540244812627134,16.25,16.0,-0.25
12178,True,16,4,47,0.2,-8,5,0.99,2,0,1,False,0,0.7500000000000001,0.3224903099319419,3.0,4.970000000000001,1.9700000000000006
12179,True,17,5,99,0.4,-36,110,0.05,13,0,1,False,0,0.7647058823529411,0.2473387769603369,18.000000000000004,17.85,-0.15000000000000213
12180,True,17,2,5,1.0,5,61,0.4,-32,0,1,True,0,0.3882352941176471,0.2781239672816253,5.0,5.200000000000003,0.20000000000000284
12181,True,17,3,21,1.0,21,27,0.2,22,0,1,False,0,0.8352941176470589,0.3180824902257829,21.0,23.0,2.0
12183,True,17,5,3,1.0,3,12,0.05,5,1,6,False,0,0.9647058823529412,0.1057188279741848,3.0,5.35,2.3499999999999996
12185,True,17,3,18,1.0,18,84,0.25,-7,0,1,False,0,0.3411764705882353,0.2895229341723462,18.0,15.75,-2.25
12186,True,17,5,-5,1.0,-5,14,0.1,-8,0,1,False,0,0.6470588235294118,0.3710081654405053,-5.0,-5.8,-0.7999999999999998
12187,True,17,5,17,1.0,17,50,0.4,-6,2,6,True,0,0.7058823529411765,0.3091734712004212,17.0,16.4,-0.6000000000000014
12191,True,17,2,56,0.5,-14,34,0.01,19,0,1,True,0,0.7294117647058824,0.3531372004659678,21.0,19.15,-1.8500000000000014
12192,True,17,5,101,0.2,8,33,0.2,28,0,1,False,0,0.5882352941176473,0.3351909025860793,26.6,29.000000000000004,2.400000000000002
12195,True,16,4,24,1.0,24,53,0.25,10,0,1,False,0,0.4125,0.3827531841800928,24.0,20.75,-3.25
12196,True,16,5,35,0.75,-14,45,0.6,-11,1,2,False,0,0.475,0.3492849839314596,22.75,22.6,-0.14999999999999858
12197,True,16,4,1,1.0,1,11,0.6,-22,1,6,False,0,0.475,0.3714835124201342,1.0,-2.200000000000001,-3.200000000000001
12198,True,16,3,23,1.0,23,67,0.25,12,2,3,False,0,0.375,0.3714835124201341,23.0,25.75,2.75
12201,True,16,5,-10,1.0,-10,-12,0.99,-28,0,1,False,0,0.0875,0.1454876856186346,-10.0,-12.16,-2.16
12202,True,16,2,15,1.0,15,16,0.05,14,1,4,False,0,0.325,0.3492849839314596,15.0,14.1,-0.9000000000000004
12204,True,32,5,22,0.99,22,40,0.01,20,1,4,False,0,0.5749999999999998,0.3860469635478514,22.0,20.2,-1.8000000000000007
12207,True,16,2,18,1.0,18,78,0.05,15,3,7,False,0,0.5625,0.3739429546512855,18.0,18.15,0.14999999999999858
12208,True,16,3,15,1.0,15,35,0.6,-10,1,4,True,0,0.6375,0.3283798613394758,15.0,17.0,2.0
12211,True,15,3,7,1.0,7,102,0.25,-21,0,1,False,0,0.36,0.2414243448488869,7.0,9.75,2.75
12213,True,15,5,30,0.2,15,81,0.01,14,0,1,True,0,0.6533333333333332,0.3067494712224262,18.0,14.67,-3.33
12215,True,15,4,21,0.25,9,41,0.2,6,0,1,False,0,0.3733333333333333,0.3534860406754147,12.0,13.000000000000002,1.0000000000000018
12216,True,15,4,16,1.0,16,16,1.0,16,1,8,True,0,0.4666666666666667,0.4253849796976628,16.0,16.0,0.0
12220,True,15,3,-2,1.0,-2,49,0.4,-34,0,1,False,0,0.5466666666666666,0.3067494712224262,-2.0,-0.7999999999999972,1.2000000000000028
12222,True,15,4,15,1.0,15,30,0.2,14,1,8,False,0,0.6666666666666666,0.3436498771936898,15.0,17.200000000000003,2.200000000000003
12224,True,15,2,20,0.25,12,18,0.6,16,1,2,True,0,0.7511111111111112,0.2422993906492435,14.0,17.2,3.1999999999999993
12227,True,15,4,90,0.4,-43,10,1.0,10,1,8,True,0,0.8133333333333332,0.2199567056967174,10.2,10.0,-0.1999999999999993
12228,True,15,3,14,0.5,-24,14,0.2,-11,0,1,False,1,0.2533333333333333,0.2445598573141631,-5.0,-6.0,-1.0
12230,True,15,3,11,1.0,11,15,0.6,1,3,2,False,0,0.4666666666666667,0.4047338925881101,11.0,9.4,-1.5999999999999996
12232,True,15,5,72,0.25,-7,114,0.4,-50,0,1,False,0,0.5466666666666667,0.3888934240098375,12.75,15.600000000000001,2.8500000000000014
12233,True,15,3,79,0.05,25,48,0.25,23,0,1,False,-1,0.4266666666666667,0.3990464825532174,27.7,29.25,1.5500000000000007
12234,True,15,4,-9,1.0,-9,0,0.5,-16,0,1,False,0,0.8,0.2507132682112035,-9.0,-8.0,1.0
12238,True,15,4,8,1.0,8,34,0.1,5,0,1,False,0,0.4533333333333333,0.4373077809027587,8.0,7.9,-0.09999999999999964
12239,True,15,2,20,0.6,18,35,0.5,1,0,1,False,0,0.4133333333333334,0.3502380143083653,19.2,18.0,-1.1999999999999993
12241,True,15,3,10,1.0,10,10,0.75,3,1,8,False,0,0.2533333333333333,0.3248442850410171,10.0,8.25,-1.75
12243,True,15,5,11,0.4,-2,55,0.1,-6,0,1,False,0,0.1466666666666666,0.2972893411828826,3.2,0.09999999999999964,-3.1000000000000005
12245,True,15,2,5,1.0,5,9,0.75,-3,0,1,True,0,0.4933333333333334,0.3990464825532175,5.0,6.0,1.0
12246,True,15,5,27,1.0,27,95,0.25,5,0,1,False,0,0.4666666666666667,0.3598941643369749,27.0,27.5,0.5
12247,True,15,5,-10,1.0,-10,7,0.6,-28,1,4,False,0,0.84,0.2746426249302381,-10.0,-7.000000000000001,2.999999999999999
12249,True,15,5,38,0.4,-42,-10,1.0,-10,0,1,False,0,0.4266666666666667,0.3283436063174123,-9.999999999999998,-10.0,-1.7763568394002505e-15
12250,True,15,3,14,1.0,14,14,1.0,14,1,2,False,0,0.36,0.4355620342893601,14.0,14.0,0.0
12254,True,15,4,26,1.0,26,77,0.1,21,0,1,True,0,0.6933333333333334,0.4131182235954578,26.0,26.6,0.6000000000000014
12256,True,15,3,2,1.0,2,10,0.75,-22,0,1,False,0,0.5733333333333334,0.4199773236508757,2.0,2.0,0.0
12257,True,15,2,26,1.0,26,68,0.2,14,0,1,False,0,0.3066666666666667,0.3918211448145818,26.0,24.800000000000004,-1.1999999999999957
12259,True,16,3,8,1.0,8,57,0.05,7,0,1,False,0,0.7124999999999999,0.3344149119482164,8.0,9.5,1.5
12263,True,16,5,6,1.0,6,21,0.25,-1,0,1,False,0,0.3125,0.3095695936834451,6.0,4.5,-1.5
12265,True,16,3,-1,1.0,-1,4,0.2,0,0,1,False,0,0.9653846153846154,0.0750542210316951,-1.0,0.8,1.8
12266,True,16,3,28,1.0,28,25,0.99,6,0,1,True,0,0.1125,0.162788205960997,28.0,24.81,-3.1900000000000013
12267,True,16,2,47,0.05,21,24,0.75,17,0,1,True,0,0.4875,0.4064070209367287,22.3,22.25,-0.05000000000000071
12268,True,16,3,18,0.95,9,32,0.6,-11,1,2,False,0,0.475,0.3785938897200182,17.549999999999997,14.799999999999999,-2.7499999999999982
12269,True,16,2,16,0.4,-1,50,0.05,2,1,6,True,0,0.7875000000000001,0.3383784863137726,5.800000000000001,4.4,-1.4000000000000004
12271,True,16,2,73,0.2,-16,2,1.0,2,1,2,False,0,0.6249999999999999,0.4057914078275521,1.8000000000000007,2.0,0.1999999999999993
12276,True,18,3,4,1.0,4,27,0.6,-31,0,1,True,0,0.577777777777778,0.3209463131860412,4.0,3.799999999999999,-0.20000000000000107
12279,True,18,5,18,1.0,18,26,0.05,21,3,3,False,0,0.8888888888888888,0.1409584372989131,18.0,21.25,3.25
12280,True,18,4,7,0.9,4,64,0.25,-12,0,1,False,0,0.3555555555555555,0.3467873093244571,6.699999999999999,7.0,0.3000000000000007
12284,True,18,4,17,1.0,17,24,0.4,16,0,1,False,0,0.5999999999999999,0.2910427500435995,17.0,19.200000000000003,2.200000000000003
12285,True,18,4,0,0.95,-20,-1,1.0,-1,3,2,False,0,0.4888888888888889,0.3160210136142084,-1.0000000000000009,-1.0,8.881784197001252e-16
12287,True,18,3,7,1.0,7,36,0.6,-44,0,1,False,0,0.5111111111111112,0.3084856539497589,7.0,3.9999999999999964,-3.0000000000000036
12288,True,18,4,-6,1.0,-6,109,0.2,-34,1,8,False,0,0.4666666666666666,0.3143620991973503,-6.0,-5.400000000000002,0.5999999999999979
12290,True,18,3,39,0.01,28,32,0.6,15,2,5,False,0,0.6000000000000001,0.3880570000581328,28.11,25.2,-2.91
12292,True,18,4,-10,1.0,-10,-12,0.95,-27,1,2,False,0,0.0333333333333333,0.1028991510855053,-10.0,-12.75,-2.75
12293,True,18,5,15,0.05,-4,-4,0.99,-19,2,3,False,0,0.1777777777777777,0.3135293504518696,-3.05,-4.15,-1.1000000000000005
12297,True,18,4,17,1.0,17,32,0.25,15,3,3,True,0,0.8222222222222223,0.2734433064276128,17.0,19.25,2.25
12300,True,18,2,3,1.0,3,3,0.95,-39,0,1,False,0,0.0555555555555555,0.19165600993392,3.0,0.8999999999999979,-2.1000000000000023
12301,True,18,3,5,1.0,5,49,0.4,-19,2,7,True,0,0.6666666666666666,0.3564531154716027,5.0,8.200000000000001,3.200000000000001
12305,True,18,5,-10,1.0,-10,63,0.01,-9,1,2,True,0,0.9000000000000001,0.1970368732287556,-10.0,-8.28,1.7200000000000006
12306,True,18,4,19,1.0,19,18,0.99,-19,0,1,False,0,0.2444444444444445,0.3791976393296808,19.0,17.63,-1.370000000000001
12308,True,16,2,13,1.0,13,20,0.5,12,1,6,False,0,0.7499999999999999,0.3386246693120079,13.0,16.0,3.0
12309,True,16,2,25,0.1,-14,-5,0.01,-9,0,1,False,0,0.35,0.3464101615137755,-10.1,-8.96,1.1399999999999988
12311,True,16,4,90,0.4,-15,34,0.6,19,2,5,False,0,0.7,0.3098386676965933,27.0,28.0,1.0
12312,True,16,5,67,0.05,20,75,0.5,-26,0,1,False,0,0.2375,0.2655183609470351,22.35,24.5,2.1499999999999986
12314,True,16,3,6,0.75,2,82,0.2,-18,0,1,False,-1,0.3875000000000001,0.3827531841800928,5.0,2.0000000000000018,-2.9999999999999982
12315,True,16,2,37,0.25,-7,48,0.1,-1,3,3,False,0,0.725,0.3642343567906063,4.0,3.900000000000001,-0.0999999999999992
12316,True,31,2,21,1.0,21,90,0.25,-2,0,1,False,0,0.4580645161290323,0.3801527706491932,21.0,21.0,0.0
12317,True,16,2,7,0.8,-2,34,0.5,-26,0,1,True,0,0.4125000000000001,0.3304037933599835,5.200000000000001,4.0,-1.200000000000001
12318,True,16,5,65,0.4,-7,87,0.5,-46,0,1,False,0,0.4125,0.3612478373637688,21.8,20.5,-1.3000000000000007
12321,True,16,2,-5,1.0,-5,52,0.4,-40,0,1,False,0,0.6625,0.3159641329855863,-5.0,-3.1999999999999993,1.8000000000000007
12322,True,16,3,46,0.4,11,30,0.8,13,2,4,False,0,0.5624999999999999,0.3667424164178449,25.0,26.6,1.6000000000000014
12325,True,16,3,30,1.0,30,100,0.2,16,2,4,True,0,0.6500000000000001,0.2966479394838265,30.0,32.8,2.799999999999997
12326,True,16,2,-6,0.95,-13,-4,0.8,-5,0,1,False,0,0.8875,0.1927865832122833,-6.35,-4.2,2.1499999999999995
12327,True,16,5,-8,1.0,-8,0,0.4,-14,0,1,False,0,0.6375000000000001,0.2753785273643051,-8.0,-8.4,-0.40000000000000036
12330,True,16,4,79,0.2,18,86,0.1,23,0,1,False,0,0.75,0.3055050463303893,30.200000000000003,29.299999999999997,-0.9000000000000057
12333,True,16,5,10,1.0,10,48,0.5,-31,3,6,False,0,0.4875,0.3862210075418822,10.0,8.5,-1.5
12339,True,16,2,46,0.2,12,29,0.4,15,0,1,False,0,0.55,0.4033195589934446,18.800000000000004,20.6,1.7999999999999972
12341,True,16,2,16,1.0,16,20,0.9,-11,0,1,True,0,0.325,0.3855731664245668,16.0,16.9,0.8999999999999986
12344,True,16,2,10,1.0,10,93,0.01,11,2,5,False,0,0.8125,0.3222318006239194,10.0,11.82,1.8200000000000003
12345,True,16,3,26,0.95,-2,31,0.5,14,1,2,True,0,0.7749999999999999,0.3172801075810879,24.599999999999998,22.5,-2.099999999999998
12346,True,16,3,-9,1.0,-9,27,0.4,-38,0,1,False,0,0.6875,0.3344149119482164,-9.0,-12.0,-3.0
12347,True,16,5,53,0.25,4,16,1.0,16,0,1,False,0,0.4125,0.3685557397915997,16.25,16.0,-0.25
12348,True,16,3,29,1.0,29,29,0.99,-29,1,4,True,0,0.275,0.3924283374069717,29.0,28.42,-0.5799999999999983
12349,True,16,3,-6,1.0,-6,80,0.1,-17,0,1,False,0,0.45,0.4226897995772628,-6.0,-7.300000000000001,-1.3000000000000007
12354,True,16,5,21,1.0,21,116,0.2,-5,0,1,False,0,0.3875,0.3757215280851853,21.0,19.200000000000003,-1.7999999999999972
12355,True,16,2,23,1.0,23,40,0.6,-6,0,1,False,0,0.5250000000000001,0.3492849839314596,23.0,21.6,-1.3999999999999986
12356,True,16,2,51,0.4,-17,23,0.5,-6,0,1,False,0,0.4,0.3011090610836324,10.200000000000003,8.5,-1.7000000000000028
12357,True,16,5,12,0.75,-29,2,1.0,2,0,1,False,0,0.4000000000000001,0.282842712474619,1.75,2.0,0.25
12358,True,16,3,9,1.0,9,50,0.05,10,0,1,False,0,0.8750000000000001,0.161245154965971,9.0,12.0,3.0
12361,True,16,3,30,1.0,30,35,0.8,2,3,5,False,0,0.575,0.3336665001664586,30.0,28.4,-1.6000000000000014
12362,True,16,2,19,1.0,19,50,0.2,11,0,1,False,0,0.5625,0.3518996068956789,19.0,18.8,-0.1999999999999993
12370,True,16,2,1,0.6,-6,1,0.9,-22,0,1,True,0,0.3375,0.3159641329855864,-1.8000000000000003,-1.2999999999999994,0.5000000000000009
12374,True,15,3,43,0.01,26,28,0.99,4,0,1,False,-1,0.6266666666666666,0.3534860406754148,26.169999999999998,27.759999999999998,1.5899999999999999
12377,True,15,4,22,1.0,22,19,0.99,-11,0,1,True,0,0.1733333333333333,0.3195234546871921,22.0,18.7,-3.3000000000000007
12379,True,15,3,4,1.0,4,49,0.01,6,0,1,True,0,0.8666666666666667,0.2225394561056747,4.0,6.43,2.4299999999999997
12380,True,15,4,34,0.75,-19,21,0.01,20,0,1,False,0,0.6666666666666666,0.2894987457822983,20.75,20.01,-0.7399999999999984
12382,True,15,3,7,1.0,7,10,0.01,7,0,1,False,0,0.8133333333333334,0.3159264531651691,7.0,7.029999999999999,0.02999999999999936
12383,True,15,4,42,0.2,16,41,0.1,16,0,1,False,0,0.3066666666666667,0.3534860406754147,21.200000000000003,18.5,-2.700000000000003
12385,True,15,5,24,1.0,24,63,0.25,11,3,3,False,0,0.6,0.3779644730092272,24.0,24.0,0.0
12390,True,16,3,98,0.1,8,17,1.0,17,1,2,False,0,0.575,0.3172801075810877,17.0,17.0,0.0
12392,True,16,5,48,0.5,12,37,0.8,-4,0,1,True,0,0.15,0.2,30.0,28.8,-1.1999999999999993
12393,True,32,5,0,0.01,-9,-3,0.5,-13,0,1,False,0,0.5041666666666667,0.3181206011025979,-8.91,-8.0,0.9100000000000001
12395,True,16,2,-5,1.0,-5,27,0.1,-5,0,1,False,0,0.8999999999999999,0.2633122354417533,-5.0,-1.7999999999999998,3.2
12396,True,16,4,2,1.0,2,10,0.2,4,0,1,False,0,0.8375000000000001,0.2655183609470351,2.0,5.2,3.2
12398,True,16,5,24,1.0,24,46,0.25,17,0,1,False,0,0.4375,0.3201562118716424,24.0,24.25,0.25
12401,True,16,4,24,1.0,24,36,0.25,21,1,4,False,0,0.5375,0.4177319714841085,24.0,24.75,0.75
12402,True,16,4,10,1.0,10,70,0.5,-47,0,1,False,0,0.3625,0.3283798613394758,10.0,11.5,1.5
12403,True,16,2,57,0.6,-31,25,0.99,23,3,3,False,0,0.75,0.2966479394838265,21.799999999999997,24.98,3.1800000000000033
12407,True,16,3,17,1.0,17,88,0.01,15,3,5,True,0,0.625,0.3785938897200182,17.0,15.73,-1.2699999999999996
12410,True,16,5,86,0.25,-22,7,0.9,-8,0,1,True,0,0.4055555555555555,0.3096792446514639,5.0,5.5,0.5
12411,True,16,4,11,0.8,4,43,0.4,-7,0,1,True,0,0.3375000000000001,0.3556683848755748,9.600000000000001,13.0,3.3999999999999986
12414,True,16,3,8,1.0,8,16,0.1,8,0,1,False,0,0.825,0.2816617356570348,8.0,8.8,0.8000000000000007
12418,True,32,4,26,0.9,18,30,0.5,21,1,4,False,0,0.53125,0.3754030092511762,25.200000000000003,25.5,0.29999999999999716
12419,True,16,4,30,1.0,30,39,0.9,-37,1,6,False,0,0.54375,0.3463500156392856,30.0,31.400000000000002,1.4000000000000021
12425,True,32,4,23,1.0,23,57,0.6,-29,1,6,False,0,0.5625,0.3535533905932737,23.0,22.599999999999994,-0.4000000000000057
12426,True,16,3,21,0.1,18,23,0.75,17,2,7,False,0,0.675,0.3924283374069717,18.3,21.5,3.1999999999999993
12427,True,33,4,27,0.05,-2,50,0.5,-47,0,1,False,0,0.4484848484848484,0.3355231103452601,-0.5499999999999998,1.5,2.05
12428,True,16,5,9,1.0,9,86,0.01,7,3,3,False,0,0.55,0.4289522117905444,9.0,7.79,-1.21
12432,True,16,4,44,0.05,16,17,1.0,17,2,7,True,0,0.4625,0.307408522978788,17.4,17.0,-0.3999999999999986
12434,True,16,5,16,1.0,16,89,0.2,-6,0,1,False,0,0.275,0.3415650255319866,16.0,13.0,-3.0
12437,True,15,3,-7,1.0,-7,25,0.2,-13,0,1,False,0,0.6266666666666666,0.3614784456460256,-7.0,-5.4,1.5999999999999996
12438,True,15,5,55,0.01,24,25,0.4,22,3,6,False,0,0.2133333333333332,0.3335237551331168,24.31,23.2,-1.1099999999999994
