bRate,A,B
0.6799999999999999,"[[1.0, -8.0], [0.0, -8.0]]","[[0.125, -9.5], [0.375, -8.5], [0.375, -7.5], [0.125, -6.5]]"
0.4533333333333334,"[[1.0, 17.0], [0.0, 17.0]]","[[0.8, 5.0], [0.2, 34.0]]"
0.4400000000000001,"[[1.0, 28.0], [0.0, 28.0]]","[[0.01, -44.0], [0.0309375, 26.5], [0.1546875, 27.5], [0.309375, 28.5], [0.309375, 29.5], [0.1546875, 30.5], [0.0309375, 31.5]]"
0.3333333333333333,"[[1.0, 17.0], [0.0, 17.0]]","[[0.099999999999999, -47.0], [0.9, 20.0]]"
0.6266666666666667,"[[0.2, 9.0], [0.8, -11.0]]","[[0.5, -13.0], [0.25, -11.0], [0.125, -7.0], [0.0625, 1.0], [0.03125, 17.0], [0.015625, 49.0], [0.015625, 113.0]]"
0.3733333333333333,"[[1.0, 21.0], [0.0, 21.0]]","[[0.05, -38.0], [0.9500000000000001, 25.0]]"
0.8800000000000001,"[[1.0, 16.0], [0.0, 16.0]]","[[0.6000000000000001, 19.0], [0.4, 28.0]]"
0.3333333333333333,"[[1.0, -1.0], [0.0, -1.0]]","[[0.75, -25.0], [0.25, 53.0]]"
0.6666666666666666,"[[1.0, 24.0], [0.0, 24.0]]","[[0.9, 21.0], [0.05, 41.0], [0.049999999999999004, 43.0]]"
0.12,"[[1.0, 8.0], [0.0, 8.0]]","[[0.05, -28.0], [0.9500000000000001, 4.0]]"
0.6266666666666667,"[[1.0, 23.0], [0.0, 23.0]]","[[0.99, 22.0], [0.005, 88.0], [0.0025, 90.0], [0.0025, 94.0]]"
0.3333333333333333,"[[1.0, 16.0], [0.0, 16.0]]","[[0.199999999999999, -29.0], [0.8, 22.0]]"
0.4266666666666667,"[[0.4, 36.0], [0.6000000000000001, 26.0]]","[[0.01, -19.0], [0.99, 34.0]]"
0.2933333333333333,"[[0.05, 111.0], [0.9500000000000001, 22.0]]","[[0.75, 9.0], [0.125, 47.5], [0.125, 48.5]]"
0.4666666666666667,"[[1.0, 10.0], [0.0, 10.0]]","[[0.099999999999999, -26.0], [0.9, 17.0]]"
0.6266666666666668,"[[0.9500000000000001, 11.0], [0.05, -3.0]]","[[0.25, -32.0], [0.0234375, 21.5], [0.1171875, 22.5], [0.234375, 23.5], [0.234375, 24.5], [0.1171875, 25.5], [0.0234375, 26.5]]"
0.871111111111111,"[[0.75, 24.0], [0.25, 23.0]]","[[0.05, 17.0], [0.9500000000000001, 37.0]]"
0.3466666666666667,"[[0.05, 41.0], [0.9500000000000001, 24.0]]","[[0.05, -16.0], [0.47500000000000003, 19.0], [0.23750000000000002, 21.0], [0.11875000000000001, 25.0], [0.059375, 33.0], [0.059375000000000004, 49.0]]"
0.88,"[[1.0, -7.0], [0.0, -7.0]]","[[0.9500000000000001, -6.0], [0.05, 77.0]]"
0.6399999999999999,"[[0.9500000000000001, 3.0], [0.05, -17.0]]","[[1.0, 2.0]]"
0.4933333333333333,"[[1.0, 20.0], [0.0, 20.0]]","[[0.4, -16.0], [0.30000000000000004, 62.0], [0.15, 60.0], [0.075, 56.0], [0.07500000000000001, 48.0]]"
0.6799999999999999,"[[1.0, 1.0], [0.0, 1.0]]","[[0.01, -21.0], [0.495, 1.0], [0.24750000000000003, 3.0], [0.12375000000000001, 7.0], [0.061875, 15.0], [0.061875000000000006, 31.0]]"
0.2235016835016835,"[[0.5, 29.0], [0.5, -47.0]]","[[0.9, -22.0], [0.1, 1.0]]"
0.7733333333333332,"[[0.2, 78.0], [0.8, 8.0]]","[[0.9, 20.0], [0.1, 64.0]]"
0.5466666666666666,"[[0.1, 103.0], [0.9, -21.0]]","[[0.199999999999999, -31.0], [0.8, 5.0]]"
0.68,"[[1.0, -1.0], [0.0, -1.0]]","[[0.099999999999999, -33.0], [0.9, 0.0]]"
0.6666666666666666,"[[0.9500000000000001, -4.0], [0.05, -22.0]]","[[0.6000000000000001, -32.0], [0.4, 62.0]]"
0.8933333333333334,"[[1.0, -9.0], [0.0, -9.0]]","[[0.99, -8.0], [0.01, 33.0]]"
0.4266666666666665,"[[1.0, 2.0], [0.0, 2.0]]","[[0.75, -24.0], [0.25, 100.0]]"
0.04,"[[1.0, 6.0], [0.0, 6.0]]","[[0.05, -9.0], [0.11875000000000001, 0.5], [0.356249999999999, 1.5], [0.356249999999999, 2.5], [0.11875000000000001, 3.5]]"
0.8133333333333332,"[[1.0, -6.0], [0.0, -6.0]]","[[0.8, -7.0], [0.2, 4.0]]"
0.4533333333333334,"[[1.0, 17.0], [0.0, 17.0]]","[[0.6000000000000001, 6.0], [0.4, 32.0]]"
0.8,"[[1.0, 13.0], [0.0, 13.0]]","[[0.9, 21.0], [0.0031249999999999997, 34.5], [0.015625, 35.5], [0.03125, 36.5], [0.03125, 37.5], [0.015625, 38.5], [0.0031249999999999997, 39.5]]"
0.1066666666666666,"[[1.0, 26.0], [0.0, 26.0]]","[[0.5, 21.0], [0.015625, 22.5], [0.078125, 23.5], [0.15625, 24.5], [0.15625, 25.5], [0.078125, 26.5], [0.015625, 27.5]]"
0.7066666666666666,"[[0.4, 25.0], [0.6000000000000001, -2.0]]","[[1.0, 9.0]]"
0.2,"[[0.2, 30.0], [0.8, 15.0]]","[[0.6000000000000001, -9.0], [0.4, 44.0]]"
0.6933333333333334,"[[0.99, 6.0], [0.01, -12.0]]","[[0.05, 4.0], [0.9500000000000001, 6.0]]"
0.0933333333333333,"[[1.0, 0.0], [0.0, 0.0]]","[[0.6000000000000001, -4.0], [0.4, -1.0]]"
0.6533333333333334,"[[1.0, -5.0], [0.0, -5.0]]","[[0.099999999999999, -15.0], [0.45, -7.0], [0.225, -5.0], [0.1125, -1.0], [0.05625, 7.0], [0.028124999999999997, 23.0], [0.014062499999999999, 55.0], [0.014062499999999001, 119.0]]"
0.7140740740740741,"[[1.0, 8.0], [0.0, 8.0]]","[[0.099999999999999, -16.0], [0.9, 20.0]]"
0.44,"[[0.25, 48.0], [0.75, -3.0]]","[[0.5, -20.0], [0.25, 20.0], [0.125, 22.0], [0.125, 26.0]]"
0.3875,"[[0.75, 42.0], [0.25, -10.0]]","[[0.01, -7.0], [0.0309375, 17.5], [0.1546875, 18.5], [0.309375, 19.5], [0.309375, 20.5], [0.1546875, 21.5], [0.0309375, 22.5]]"
0.65,"[[0.1, 62.0], [0.9, 13.0]]","[[0.99, 18.0], [0.01, 63.0]]"
0.6499999999999999,"[[1.0, -4.0], [0.0, -4.0]]","[[0.4, -15.0], [0.6000000000000001, 15.0]]"
0.1625,"[[0.01, 29.0], [0.99, 16.0]]","[[1.0, 16.0]]"
0.4875,"[[1.0, 23.0], [0.0, 23.0]]","[[0.5, 5.0], [0.25, 26.0], [0.125, 28.0], [0.0625, 32.0], [0.03125, 40.0], [0.015625, 56.0], [0.0078125, 88.0], [0.0078125, 152.0]]"
0.7125,"[[0.2, 51.0], [0.8, -19.0]]","[[0.99, -5.0], [0.01, 78.0]]"
0.5375000000000001,"[[1.0, 4.0], [0.0, 4.0]]","[[0.75, -27.0], [0.25, 98.0]]"
0.425,"[[1.0, 13.0], [0.0, 13.0]]","[[0.4, -28.0], [0.6000000000000001, 37.0]]"
0.4,"[[0.01, 29.0], [0.99, -4.0]]","[[0.9, -6.0], [0.1, 1.0]]"
0.2125,"[[0.5, 31.0], [0.5, -11.0]]","[[0.8, -23.0], [0.1, 93.0], [0.05, 91.0], [0.025, 87.0], [0.0125, 79.0], [0.012499999999999001, 63.0]]"
0.775,"[[1.0, 23.0], [0.0, 23.0]]","[[0.99, 23.0], [0.01, 66.0]]"
0.8875000000000001,"[[1.0, 20.0], [0.0, 20.0]]","[[0.9, 21.0], [0.05, 21.0], [0.025, 23.0], [0.0125, 27.0], [0.012499999999999001, 35.0]]"
0.775,"[[1.0, 16.0], [0.0, 16.0]]","[[0.99, 19.0], [0.01, 72.0]]"
0.6875000000000001,"[[0.1, 57.0], [0.9, -13.0]]","[[0.199999999999999, -26.0], [0.8, 7.0]]"
0.55,"[[1.0, 3.0], [0.0, 3.0]]","[[0.9500000000000001, 1.0], [0.025, 16.5], [0.025, 17.5]]"
0.7875000000000001,"[[0.4, 71.0], [0.6000000000000001, -49.0]]","[[0.9500000000000001, 3.0], [0.05, 97.0]]"
0.6749999999999999,"[[0.2, 28.0], [0.8, 3.0]]","[[0.9500000000000001, 7.0], [0.025, 23.5], [0.025, 24.5]]"
0.4625,"[[0.9, 12.0], [0.099999999999999, 6.0]]","[[0.75, 5.0], [0.25, 40.0]]"
0.775,"[[0.6000000000000001, 49.0], [0.4, -16.0]]","[[0.75, 4.0], [0.25, 105.0]]"
0.7499999999999999,"[[1.0, -10.0], [0.0, -10.0]]","[[0.9, -11.0], [0.1, 19.0]]"
0.8,"[[1.0, 17.0], [0.0, 17.0]]","[[0.01, 2.0], [0.99, 22.0]]"
0.3750000000000001,"[[0.25, 33.0], [0.75, 25.0]]","[[0.75, 7.0], [0.125, 111.0], [0.0625, 109.0], [0.03125, 105.0], [0.03125, 97.0]]"
0.6749999999999999,"[[0.4, 50.0], [0.6000000000000001, 7.0]]","[[0.99, 22.0], [0.005, 17.0], [0.0025, 19.0], [0.00125, 23.0], [0.000625, 31.0], [0.0003125, 47.0], [0.00015625, 79.0], [0.00015625, 143.0]]"
0.1624999999999999,"[[0.99, 25.0], [0.01, 1.0]]","[[0.099999999999999, -4.0], [0.9, 25.0]]"
0.425,"[[1.0, -5.0], [0.0, -5.0]]","[[0.9, -16.0], [0.1, 43.0]]"
0.5625,"[[0.6000000000000001, 19.0], [0.4, 1.0]]","[[0.25, -6.0], [0.75, 20.0]]"
0.7750000000000001,"[[0.2, 54.0], [0.8, -2.0]]","[[0.99, 2.0], [0.01, 22.0]]"
0.3250000000000001,"[[1.0, 13.0], [0.0, 13.0]]","[[0.6000000000000001, -5.0], [0.4, 45.0]]"
0.3375,"[[1.0, 18.0], [0.0, 18.0]]","[[0.4, -4.0], [0.6000000000000001, 28.0]]"
0.4625,"[[1.0, 26.0], [0.0, 26.0]]","[[0.25, -37.0], [0.375, 49.0], [0.1875, 47.0], [0.09375000000000001, 43.0], [0.09375000000000001, 35.0]]"
0.2875,"[[0.9, 7.0], [0.099999999999999, -4.0]]","[[0.01, -12.0], [0.495, -10.0], [0.24750000000000003, -8.0], [0.12375000000000001, -4.0], [0.061875, 4.0], [0.0309375, 20.0], [0.01546875, 52.0], [0.007734375000000001, 116.0], [0.007734375000000001, 244.0]]"
0.6625,"[[0.6000000000000001, 56.0], [0.4, -32.0]]","[[1.0, 21.0]]"
0.6125,"[[1.0, 9.0], [0.0, 9.0]]","[[0.199999999999999, 4.0], [0.8, 13.0]]"
0.5625,"[[0.25, 73.0], [0.75, 13.0]]","[[0.25, 18.0], [0.75, 44.0]]"
0.3124999999999999,"[[0.01, 61.0], [0.99, 0.0]]","[[0.8, -6.0], [0.2, 33.0]]"
0.55,"[[0.2, 24.0], [0.8, 4.0]]","[[0.75, 5.0], [0.125, 6.0], [0.0625, 8.0], [0.0625, 12.0]]"
0.325,"[[0.75, 15.0], [0.25, 8.0]]","[[0.8, -3.0], [0.2, 59.0]]"
0.6125,"[[1.0, 27.0], [0.0, 27.0]]","[[0.05, 13.0], [0.9500000000000001, 32.0]]"
0.325,"[[0.5, 17.0], [0.5, -29.0]]","[[1.0, -6.0]]"
0.64,"[[0.6000000000000001, 34.0], [0.4, -14.0]]","[[0.05, -12.0], [0.9500000000000001, 10.0]]"
0.4133333333333334,"[[0.6000000000000001, 47.0], [0.4, 4.0]]","[[0.25, 12.0], [0.75, 27.0]]"
0.1066666666666666,"[[1.0, 7.0], [0.0, 7.0]]","[[0.9500000000000001, -2.0], [0.05, 33.0]]"
0.7466666666666667,"[[1.0, 18.0], [0.0, 18.0]]","[[0.99, 23.0], [7.8125e-05, 66.5], [0.000546875, 67.5], [0.0016406250000000002, 68.5], [0.0027343750000000003, 69.5], [0.0027343750000000003, 70.5], [0.0016406250000000002, 71.5], [0.000546875, 72.5], [7.8125e-05, 73.5]]"
0.36,"[[1.0, 19.0], [0.0, 19.0]]","[[0.75, 3.0], [0.25, 76.0]]"
0.1466666666666666,"[[0.8, 7.0], [0.199999999999999, -13.0]]","[[0.25, -38.0], [0.09375000000000001, 3.5], [0.28125, 4.5], [0.28125, 5.5], [0.09375000000000001, 6.5]]"
0.3200000000000001,"[[1.0, 7.0], [0.0, 7.0]]","[[0.4, -41.0], [0.6000000000000001, 30.0]]"
0.6933333333333334,"[[1.0, -4.0], [0.0, -4.0]]","[[0.5, -46.0], [0.015625, 42.5], [0.078125, 43.5], [0.15625, 44.5], [0.15625, 45.5], [0.078125, 46.5], [0.015625, 47.5]]"
0.6533333333333334,"[[0.2, 60.0], [0.8, 21.0]]","[[1.0, 29.0]]"
0.6,"[[0.4, -1.0], [0.6000000000000001, -16.0]]","[[0.9500000000000001, -10.0], [0.05, 24.0]]"
0.32,"[[1.0, 9.0], [0.0, 9.0]]","[[0.5, 8.5], [0.5, 9.5]]"
0.5866666666666667,"[[0.5, 78.0], [0.5, -32.0]]","[[0.75, 5.0], [0.25, 87.0]]"
0.9375,"[[1.0, 7.0], [0.0, 7.0]]","[[0.99, 9.0], [0.005, 67.0], [0.0025, 69.0], [0.00125, 73.0], [0.000625, 81.0], [0.0003125, 97.0], [0.0003125, 129.0]]"
0.275,"[[1.0, 22.0], [0.0, 22.0]]","[[0.4, -24.0], [0.6000000000000001, 44.0]]"
0.4500000000000001,"[[0.5, 23.0], [0.5, -43.0]]","[[0.199999999999999, -30.0], [0.8, 4.0]]"
0.125,"[[1.0, -3.0], [0.0, -3.0]]","[[0.25, -16.0], [0.75, -4.0]]"
0.5874999999999999,"[[1.0, -3.0], [0.0, -3.0]]","[[0.99, -5.0], [0.0003125, 42.5], [0.0015624999999999999, 43.5], [0.0031249999999999997, 44.5], [0.0031249999999999997, 45.5], [0.0015624999999999999, 46.5], [0.0003125, 47.5]]"
0.8500000000000001,"[[1.0, 22.0], [0.0, 22.0]]","[[0.99, 24.0], [7.8125e-05, 37.5], [0.000546875, 38.5], [0.0016406250000000002, 39.5], [0.0027343750000000003, 40.5], [0.0027343750000000003, 41.5], [0.0016406250000000002, 42.5], [0.000546875, 43.5], [7.8125e-05, 44.5]]"
0.7375,"[[0.25, 69.0], [0.75, -3.0]]","[[0.75, 14.0], [0.25, 31.0]]"
0.3125,"[[1.0, 21.0], [0.0, 21.0]]","[[0.75, 7.0], [0.125, 100.5], [0.125, 101.5]]"
0.3750000000000001,"[[0.6000000000000001, 1.0], [0.4, -1.0]]","[[1.0, 0.0]]"
0.7201923076923077,"[[1.0, -1.0], [0.0, -1.0]]","[[0.25, -24.0], [0.75, 2.0]]"
0.3875,"[[0.01, 19.0], [0.99, 3.0]]","[[0.75, 0.0], [0.25, 12.0]]"
0.6,"[[1.0, -6.0], [0.0, -6.0]]","[[0.9, -11.0], [0.05, 67.5], [0.05, 68.5]]"
0.8625,"[[1.0, -3.0], [0.0, -3.0]]","[[0.01, -30.0], [0.495, 8.0], [0.24750000000000003, 6.0], [0.12375000000000001, 2.0], [0.12375000000000001, -6.0]]"
0.1875,"[[1.0, -1.0], [0.0, -1.0]]","[[0.199999999999999, -2.0], [0.8, -1.0]]"
0.6625000000000001,"[[0.6000000000000001, 24.0], [0.4, -6.0]]","[[0.6000000000000001, 5.0], [0.4, 24.0]]"
0.425,"[[1.0, 29.0], [0.0, 29.0]]","[[0.75, 12.0], [0.001953125, 84.5], [0.013671875, 85.5], [0.041015625, 86.5], [0.068359375, 87.5], [0.068359375, 88.5], [0.041015625, 89.5], [0.013671875, 90.5], [0.001953125, 91.5]]"
0.2125,"[[1.0, 4.0], [0.0, 4.0]]","[[0.5, -6.0], [0.5, 7.0]]"
0.9375,"[[0.2, 30.0], [0.8, 23.0]]","[[0.9500000000000001, 30.0], [0.05, 38.0]]"
0.475,"[[0.8, 30.0], [0.199999999999999, -1.0]]","[[0.8, 13.0], [0.2, 73.0]]"
0.5584229390681004,"[[1.0, 20.0], [0.0, 20.0]]","[[0.75, 17.0], [0.25, 36.0]]"
0.525,"[[0.9, 17.0], [0.099999999999999, -23.0]]","[[0.8, 4.0], [0.2, 27.0]]"
0.725,"[[1.0, 21.0], [0.0, 21.0]]","[[0.099999999999999, 5.0], [0.028124999999999997, 23.5], [0.140625, 24.5], [0.28125, 25.5], [0.28125, 26.5], [0.140625, 27.5], [0.028124999999999997, 28.5]]"
0.5750000000000001,"[[1.0, 25.0], [0.0, 25.0]]","[[0.4, -36.0], [0.0046875, 62.5], [0.0328125, 63.5], [0.0984375, 64.5], [0.1640625, 65.5], [0.1640625, 66.5], [0.0984375, 67.5], [0.0328125, 68.5], [0.0046875, 69.5]]"
0.525,"[[0.8, 39.0], [0.199999999999999, -31.0]]","[[0.5, 7.0], [0.5, 35.0]]"
0.45,"[[0.1, 0.0], [0.9, -7.0]]","[[0.9, -10.0], [0.05, 111.0], [0.049999999999999004, 113.0]]"
0.3,"[[1.0, 22.0], [0.0, 22.0]]","[[0.6000000000000001, -33.0], [0.4, 79.0]]"
0.175,"[[1.0, 22.0], [0.0, 22.0]]","[[0.099999999999999, 16.0], [0.9, 22.0]]"
0.5375,"[[0.1, 22.0], [0.9, 5.0]]","[[0.01, 5.0], [0.007734375000000001, 3.5], [0.054140625000000005, 4.5], [0.16242187500000002, 5.5], [0.27070312500000004, 6.5], [0.27070312500000004, 7.5], [0.16242187500000002, 8.5], [0.054140625000000005, 9.5], [0.007734375000000001, 10.5]]"
0.6533333333333334,"[[1.0, -6.0], [0.0, -6.0]]","[[0.9, -13.0], [0.05, 110.0], [0.025, 112.0], [0.0125, 116.0], [0.00625, 124.0], [0.0031249999999999997, 140.0], [0.0015624999999999999, 172.0], [0.001562499999999, 236.0]]"
0.5466666666666666,"[[1.0, 15.0], [0.0, 15.0]]","[[0.6000000000000001, -32.0], [0.05, 91.5], [0.15000000000000002, 92.5], [0.15000000000000002, 93.5], [0.05, 94.5]]"
0.3333333333333333,"[[0.1, 109.0], [0.9, -7.0]]","[[0.199999999999999, -8.0], [0.8, -3.0]]"
0.8399999999999999,"[[1.0, -7.0], [0.0, -7.0]]","[[0.9500000000000001, -6.0], [0.000390625, 21.5], [0.0027343750000000003, 22.5], [0.008203125, 23.5], [0.013671875, 24.5], [0.013671875, 25.5], [0.008203125, 26.5], [0.0027343750000000003, 27.5], [0.000390625, 28.5]]"
0.7866666666666667,"[[1.0, 29.0], [0.0, 29.0]]","[[0.25, 26.0], [0.75, 40.0]]"
0.1733333333333333,"[[1.0, 18.0], [0.0, 18.0]]","[[0.9500000000000001, 10.0], [0.05, 26.0]]"
0.4933333333333334,"[[1.0, 29.0], [0.0, 29.0]]","[[0.9, 26.0], [0.1, 62.0]]"
0.49,"[[1.0, 1.0], [0.0, 1.0]]","[[0.4, -41.0], [0.6000000000000001, 34.0]]"
0.3733333333333333,"[[0.8, 23.0], [0.199999999999999, 20.0]]","[[0.75, -12.0], [0.0078125, 108.5], [0.0390625, 109.5], [0.078125, 110.5], [0.078125, 111.5], [0.0390625, 112.5], [0.0078125, 113.5]]"
0.0666666666666666,"[[1.0, 1.0], [0.0, 1.0]]","[[0.01, -37.0], [0.99, -2.0]]"
0.72,"[[0.05, 26.0], [0.9500000000000001, -6.0]]","[[0.25, -47.0], [0.375, 18.0], [0.1875, 20.0], [0.09375000000000001, 24.0], [0.09375000000000001, 32.0]]"
0.84,"[[1.0, 24.0], [0.0, 24.0]]","[[0.01, -5.0], [0.99, 36.0]]"
0.6,"[[0.6000000000000001, 8.0], [0.4, -5.0]]","[[0.4, -27.0], [0.018750000000000003, 18.5], [0.09375000000000001, 19.5], [0.1875, 20.5], [0.1875, 21.5], [0.09375000000000001, 22.5], [0.018750000000000003, 23.5]]"
0.5466666666666666,"[[0.9, 34.0], [0.099999999999999, -16.0]]","[[0.099999999999999, 26.0], [0.9, 27.0]]"
0.6666666666666667,"[[0.9, 14.0], [0.099999999999999, -46.0]]","[[0.25, -1.0], [0.75, 19.0]]"
0.76,"[[1.0, 7.0], [0.0, 7.0]]","[[0.6000000000000001, 7.0], [0.4, 13.0]]"
0.32,"[[0.4, 8.0], [0.6000000000000001, -22.0]]","[[0.9500000000000001, -19.0], [0.000390625, -9.5], [0.0027343750000000003, -8.5], [0.008203125, -7.5], [0.013671875, -6.5], [0.013671875, -5.5], [0.008203125, -4.5], [0.0027343750000000003, -3.5], [0.000390625, -2.5]]"
0.1866666666666666,"[[0.8, 13.0], [0.199999999999999, -12.0]]","[[0.9, -1.0], [0.1, 5.0]]"
0.61,"[[0.2, 56.0], [0.8, -9.0]]","[[0.01, 2.0], [0.99, 5.0]]"
0.2533333333333333,"[[1.0, 1.0], [0.0, 1.0]]","[[0.9500000000000001, 0.0], [0.05, 14.0]]"
0.1333333333333333,"[[1.0, 7.0], [0.0, 7.0]]","[[0.05, -20.0], [0.9500000000000001, 5.0]]"
0.8533333333333333,"[[1.0, -1.0], [0.0, -1.0]]","[[0.099999999999999, -39.0], [0.1125, 7.5], [0.3375, 8.5], [0.3375, 9.5], [0.1125, 10.5]]"
0.1466666666666666,"[[1.0, 10.0], [0.0, 10.0]]","[[0.9500000000000001, 9.0], [0.025, 8.0], [0.025, 10.0]]"
0.64,"[[1.0, 28.0], [0.0, 28.0]]","[[0.9500000000000001, 32.0], [0.0015624999999999999, 62.5], [0.0078125, 63.5], [0.015625, 64.5], [0.015625, 65.5], [0.0078125, 66.5], [0.0015624999999999999, 67.5]]"
0.4933333333333334,"[[1.0, -9.0], [0.0, -9.0]]","[[0.6000000000000001, -17.0], [0.4, 1.0]]"
0.16,"[[0.75, 16.0], [0.25, -21.0]]","[[0.25, -12.0], [0.75, -6.0]]"
0.1333333333333333,"[[1.0, 3.0], [0.0, 3.0]]","[[0.99, -2.0], [0.01, 5.0]]"
0.7866666666666666,"[[1.0, -4.0], [0.0, -4.0]]","[[0.199999999999999, -35.0], [0.4, 2.0], [0.2, 4.0], [0.1, 8.0], [0.05, 16.0], [0.025, 32.0], [0.0125, 64.0], [0.012499999999999001, 128.0]]"
0.8400000000000001,"[[1.0, -3.0], [0.0, -3.0]]","[[0.25, -41.0], [0.0234375, 8.5], [0.1171875, 9.5], [0.234375, 10.5], [0.234375, 11.5], [0.1171875, 12.5], [0.0234375, 13.5]]"
0.5696428571428571,"[[0.1, 53.0], [0.9, 24.0]]","[[0.199999999999999, -18.0], [0.00625, 35.5], [0.043750000000000004, 36.5], [0.13125, 37.5], [0.21875000000000003, 38.5], [0.21875000000000003, 39.5], [0.13125, 40.5], [0.043750000000000004, 41.5], [0.00625, 42.5]]"
0.5562500000000001,"[[1.0, 22.0], [0.0, 22.0]]","[[0.5, 12.0], [0.25, 41.0], [0.25, 39.0]]"
0.4625,"[[0.25, 14.0], [0.75, -2.0]]","[[0.5, -8.0], [0.5, 19.0]]"
0.5624999999999999,"[[0.4, 6.0], [0.6000000000000001, -19.0]]","[[0.9, -9.0], [0.0125, 3.5], [0.037500000000000006, 4.5], [0.037500000000000006, 5.5], [0.0125, 6.5]]"
0.4375,"[[1.0, 17.0], [0.0, 17.0]]","[[0.6000000000000001, -5.0], [0.4, 40.0]]"
0.3125,"[[1.0, 12.0], [0.0, 12.0]]","[[0.199999999999999, -12.0], [0.8, 17.0]]"
0.7125,"[[1.0, 17.0], [0.0, 17.0]]","[[0.25, 11.0], [0.75, 33.0]]"
0.5874999999999999,"[[1.0, 18.0], [0.0, 18.0]]","[[0.8, -1.0], [0.1, 103.0], [0.05, 105.0], [0.025, 109.0], [0.0125, 117.0], [0.012499999999999001, 133.0]]"
0.35,"[[0.05, 16.0], [0.9500000000000001, -4.0]]","[[0.8, -28.0], [0.00625, 79.5], [0.03125, 80.5], [0.0625, 81.5], [0.0625, 82.5], [0.03125, 83.5], [0.00625, 84.5]]"
0.2,"[[1.0, 0.0], [0.0, 0.0]]","[[0.99, -6.0], [0.0003125, -2.5], [0.0015624999999999999, -1.5], [0.0031249999999999997, -0.5], [0.0031249999999999997, 0.5], [0.0015624999999999999, 1.5], [0.0003125, 2.5]]"
0.5874999999999999,"[[1.0, 11.0], [0.0, 11.0]]","[[0.25, -14.0], [0.75, 21.0]]"
0.375,"[[1.0, 10.0], [0.0, 10.0]]","[[0.4, -37.0], [0.30000000000000004, 15.0], [0.15, 17.0], [0.075, 21.0], [0.0375, 29.0], [0.018750000000000003, 45.0], [0.018750000000000003, 77.0]]"
0.175,"[[1.0, -6.0], [0.0, -6.0]]","[[0.01, -23.0], [0.495, -7.5], [0.495, -6.5]]"
0.8749999999999999,"[[1.0, -5.0], [0.0, -5.0]]","[[0.9500000000000001, -3.0], [0.05, 21.0]]"
0.825,"[[1.0, 8.0], [0.0, 8.0]]","[[0.05, -15.0], [0.9500000000000001, 14.0]]"
0.2,"[[0.01, 36.0], [0.99, 8.0]]","[[0.75, -6.0], [0.25, 31.0]]"
0.6933333333333334,"[[1.0, -7.0], [0.0, -7.0]]","[[0.75, -37.0], [0.25, 104.0]]"
0.7866666666666667,"[[1.0, 25.0], [0.0, 25.0]]","[[0.99, 31.0], [0.005, 56.5], [0.005, 57.5]]"
0.1866666666666666,"[[1.0, 9.0], [0.0, 9.0]]","[[0.199999999999999, 7.0], [0.8, 9.0]]"
0.5733333333333335,"[[0.01, 71.0], [0.99, 18.0]]","[[1.0, 19.0]]"
0.84,"[[1.0, 2.0], [0.0, 2.0]]","[[0.25, -1.0], [0.375, 13.5], [0.375, 14.5]]"
0.8133333333333332,"[[1.0, 1.0], [0.0, 1.0]]","[[0.5, 3.0], [0.25, 9.0], [0.125, 11.0], [0.125, 15.0]]"
0.6266666666666667,"[[1.0, 18.0], [0.0, 18.0]]","[[0.6000000000000001, 7.0], [0.4, 43.0]]"
0.2666666666666666,"[[0.5, 42.0], [0.5, -46.0]]","[[0.0078125, -5.5], [0.0546875, -4.5], [0.1640625, -3.5], [0.2734375, -2.5], [0.2734375, -1.5], [0.1640625, -0.5], [0.0546875, 0.5], [0.0078125, 1.5]]"
0.3733333333333333,"[[1.0, 13.0], [0.0, 13.0]]","[[0.9, 7.0], [0.00078125, 63.5], [0.0054687500000000005, 64.5], [0.01640625, 65.5], [0.02734375, 66.5], [0.02734375, 67.5], [0.01640625, 68.5], [0.0054687500000000005, 69.5], [0.00078125, 70.5]]"
0.64,"[[0.75, 41.0], [0.25, -27.0]]","[[0.199999999999999, 23.0], [0.8, 36.0]]"
0.3133333333333333,"[[0.8, 28.0], [0.199999999999999, -7.0]]","[[0.6000000000000001, 20.0], [0.2, 26.0], [0.1, 24.0], [0.05, 20.0], [0.025, 12.0], [0.0125, -4.0], [0.012499999999999001, -36.0]]"
0.2533333333333333,"[[1.0, 11.0], [0.0, 11.0]]","[[0.75, 4.0], [0.25, 17.0]]"
0.9733333333333334,"[[1.0, 8.0], [0.0, 8.0]]","[[0.99, 13.0], [7.8125e-05, 29.5], [0.000546875, 30.5], [0.0016406250000000002, 31.5], [0.0027343750000000003, 32.5], [0.0027343750000000003, 33.5], [0.0016406250000000002, 34.5], [0.000546875, 35.5], [7.8125e-05, 36.5]]"
0.7733333333333333,"[[0.25, 107.0], [0.75, -1.0]]","[[0.099999999999999, 15.0], [0.9, 41.0]]"
0.4555555555555555,"[[0.05, 63.0], [0.9500000000000001, -12.0]]","[[1.0, -8.0]]"
0.1111111111111111,"[[0.01, 50.0], [0.99, 3.0]]","[[0.199999999999999, -29.0], [0.8, 3.0]]"
0.9444444444444444,"[[1.0, 19.0], [0.0, 19.0]]","[[0.01, 19.0], [0.99, 24.0]]"
0.5222222222222221,"[[0.1, 36.0], [0.9, 26.0]]","[[0.6000000000000001, 15.0], [0.4, 54.0]]"
